minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
305,3,2015,31353,Building and Construction,Materials and Supplies,Health,General Operating Fund
307,3,2015,276064,Chemicals and Gases,Materials and Supplies,Health,General Operating Fund
308,3,2015,21500,Dry Goods/notions/wearing Apparel,Materials and Supplies,Health,General Operating Fund
310,3,2015,49634,Electrical and Communication,Materials and Supplies,Health,General Operating Fund
312,3,2015,7662,Fire Fighting and Safety,Materials and Supplies,Health,General Operating Fund
313,3,2015,1150,Food,Materials and Supplies,Health,General Operating Fund
420,4,2015,4350,Office Equipment,Equipment,Personnel,General Operating Fund
314,3,2015,11900,Fuel -- Heating and Lighting,Materials and Supplies,Health,General Operating Fund
316,3,2015,49192,General Hardware and Minor Tools,Materials and Supplies,Health,General Operating Fund
317,3,2015,3886095,Hospital and Laboratory,Materials and Supplies,Health,General Operating Fund
318,3,2015,129165,"Janitorial, Laundry and Household",Materials and Supplies,Health,General Operating Fund
320,3,2015,364600,Office Materials and Supplies,Materials and Supplies,Health,General Operating Fund
322,3,2015,5890,Small Power Tools and Hand Tools,Materials and Supplies,Health,General Operating Fund
323,3,2015,63728,Plumbing/air Conditioning/space Htg,Materials and Supplies,Health,General Operating Fund
324,3,2015,91712,"Precision, Photographic and Artists",Materials and Supplies,Health,General Operating Fund
325,3,2015,145571,Printing,Materials and Supplies,Health,General Operating Fund
326,3,2015,1105,Recreational and Educational,Materials and Supplies,Health,General Operating Fund
399,3,2015,149759,Other Materials and Supplies (noc),Materials and Supplies,Health,General Operating Fund
417,4,2015,48465,Hospital and Laboratory,Equipment,Health,General Operating Fund
420,4,2015,38321,Office Equipment,Equipment,Health,General Operating Fund
427,4,2015,46849,Computer Equipment & Peripherals,Equipment,Health,General Operating Fund
428,4,2015,3857,Vehicles -- Motor and Motorless,Equipment,Health,General Operating Fund
430,4,2015,31708,Furniture and Furnishings,Equipment,Health,General Operating Fund
499,4,2015,15894,Other Equipment (noc),Equipment,Health,General Operating Fund
804,8,2015,500000,Payments to Capital Projects Fund,Payments to Other Funds,Health,General Operating Fund
101,1,2015,965865,Perm Full Time-civilian,Personal Services,Office of Bh/mr Services,General Operating Fund
161,1,2015,3000,Overtime Civilian,Personal Services,Office of Bh/mr Services,General Operating Fund
181,1,2015,305,Shift,Personal Services,Office of Bh/mr Services,General Operating Fund
250,2,2015,845492,Professional Consult/spec Services,Purchase of Services,Office of Bh/mr Services,General Operating Fund
254,2,2015,12130018,Mental Health & Retardation Service,Purchase of Services,Office of Bh/mr Services,General Operating Fund
100,1,2015,454749,Salary Control,Personal Services,Recreation,General Operating Fund
101,1,2015,30671732,Perm Full Time-civilian,Personal Services,Recreation,General Operating Fund
111,1,2015,1833402,Perm Part Time,Personal Services,Recreation,General Operating Fund
121,1,2015,5830183,Temporary Seasonal,Personal Services,Recreation,General Operating Fund
161,1,2015,2307776,Overtime Civilian,Personal Services,Recreation,General Operating Fund
171,1,2015,83675,"Holiday ""g""(2/3 Shifts)",Personal Services,Recreation,General Operating Fund
181,1,2015,99438,Shift,Personal Services,Recreation,General Operating Fund
201,2,2015,17580,Cleaning and Laundering,Purchase of Services,Recreation,General Operating Fund
202,2,2015,39496,Janitorial Services,Purchase of Services,Recreation,General Operating Fund
209,2,2015,7576,Telephone,Purchase of Services,Recreation,General Operating Fund
210,2,2015,750,Postage,Purchase of Services,Recreation,General Operating Fund
211,2,2015,7500,Transportation,Purchase of Services,Recreation,General Operating Fund
230,2,2015,1500,Meals-non-travel & Officl Entertain,Purchase of Services,Recreation,General Operating Fund
240,2,2015,4000,Advertising/promotional Activities,Purchase of Services,Recreation,General Operating Fund
250,2,2015,4699377,Professional Consult/spec Services,Purchase of Services,Recreation,General Operating Fund
253,2,2015,28177,Legal Services,Purchase of Services,Recreation,General Operating Fund
255,2,2015,510,Dues,Purchase of Services,Recreation,General Operating Fund
256,2,2015,6156,Seminar and Training Sessions,Purchase of Services,Recreation,General Operating Fund
260,2,2015,1028127,Repair and Maintenance Charges,Purchase of Services,Recreation,General Operating Fund
280,2,2015,7388,Insurance and Official Bonds,Purchase of Services,Recreation,General Operating Fund
285,2,2015,280177,Rents,Purchase of Services,Recreation,General Operating Fund
299,2,2015,86211,Other Expenses (not Othrwse Clssfd),Purchase of Services,Recreation,General Operating Fund
301,3,2015,110572,Agricultural and Botanical,Materials and Supplies,Recreation,General Operating Fund
305,3,2015,571537,Building and Construction,Materials and Supplies,Recreation,General Operating Fund
307,3,2015,353332,Chemicals and Gases,Materials and Supplies,Recreation,General Operating Fund
310,3,2015,208837,Electrical and Communication,Materials and Supplies,Recreation,General Operating Fund
314,3,2015,220000,Fuel -- Heating and Lighting,Materials and Supplies,Recreation,General Operating Fund
316,3,2015,104677,General Hardware and Minor Tools,Materials and Supplies,Recreation,General Operating Fund
318,3,2015,181947,"Janitorial, Laundry and Household",Materials and Supplies,Recreation,General Operating Fund
320,3,2015,51517,Office Materials and Supplies,Materials and Supplies,Recreation,General Operating Fund
323,3,2015,278619,Plumbing/air Conditioning/space Htg,Materials and Supplies,Recreation,General Operating Fund
324,3,2015,28295,"Precision, Photographic and Artists",Materials and Supplies,Recreation,General Operating Fund
326,3,2015,118037,Recreational and Educational,Materials and Supplies,Recreation,General Operating Fund
399,3,2015,116090,Other Materials and Supplies (noc),Materials and Supplies,Recreation,General Operating Fund
420,4,2015,4899,Office Equipment,Equipment,Recreation,General Operating Fund
423,4,2015,54740,Plumbing/air Conditioning/space Htg,Equipment,Recreation,General Operating Fund
427,4,2015,5612,Computer Equipment & Peripherals,Equipment,Recreation,General Operating Fund
430,4,2015,40249,Furniture and Furnishings,Equipment,Recreation,General Operating Fund
499,4,2015,144845,Other Equipment (noc),Equipment,Recreation,General Operating Fund
505,5,2015,2502500,Contributions-ed & Non-prof Rec Org,"Contributions, Indemnities, Refunds, Taxes",Recreation,General Operating Fund
101,1,2015,231645,Perm Full Time-civilian,Personal Services,Atwater Kent Museum,General Operating Fund
161,1,2015,3074,Overtime Civilian,Personal Services,Atwater Kent Museum,General Operating Fund
517,5,2015,50000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Atwater Kent Museum,General Operating Fund
100,1,2015,92124,Salary Control,Personal Services,Public Property,General Operating Fund
101,1,2015,7397028,Perm Full Time-civilian,Personal Services,Public Property,General Operating Fund
121,1,2015,111284,Temporary Seasonal,Personal Services,Public Property,General Operating Fund
161,1,2015,388814,Overtime Civilian,Personal Services,Public Property,General Operating Fund
171,1,2015,25556,"Holiday ""g""(2/3 Shifts)",Personal Services,Public Property,General Operating Fund
181,1,2015,8376,Shift,Personal Services,Public Property,General Operating Fund
201,2,2015,70830,Cleaning and Laundering,Purchase of Services,Public Property,General Operating Fund
202,2,2015,4446043,Janitorial Services,Purchase of Services,Public Property,General Operating Fund
209,2,2015,202,Telephone,Purchase of Services,Public Property,General Operating Fund
210,2,2015,5898,Postage,Purchase of Services,Public Property,General Operating Fund
211,2,2015,5178,Transportation,Purchase of Services,Public Property,General Operating Fund
220,2,2015,22293588,Electric Current-structures/streets,Purchase of Services,Public Property,General Operating Fund
221,2,2015,6302206,Gas Services,Purchase of Services,Public Property,General Operating Fund
222,2,2015,2380372,Steam for Heating,Purchase of Services,Public Property,General Operating Fund
250,2,2015,86541889,Professional Consult/spec Services,Purchase of Services,Public Property,General Operating Fund
251,2,2015,32000,Information Technology-prof Service,Purchase of Services,Public Property,General Operating Fund
256,2,2015,10000,Seminar and Training Sessions,Purchase of Services,Public Property,General Operating Fund
257,2,2015,25000,Architectural & Engineering Srvcs,Purchase of Services,Public Property,General Operating Fund
260,2,2015,4982112,Repair and Maintenance Charges,Purchase of Services,Public Property,General Operating Fund
280,2,2015,60000,Insurance and Official Bonds,Purchase of Services,Public Property,General Operating Fund
284,2,2015,20521298,Ground and Building Rental,Purchase of Services,Public Property,General Operating Fund
299,2,2015,37975,Other Expenses (not Othrwse Clssfd),Purchase of Services,Public Property,General Operating Fund
304,3,2015,1189,Books and Other Publications,Materials and Supplies,Public Property,General Operating Fund
305,3,2015,232682,Building and Construction,Materials and Supplies,Public Property,General Operating Fund
307,3,2015,31719,Chemicals and Gases,Materials and Supplies,Public Property,General Operating Fund
308,3,2015,34225,Dry Goods/notions/wearing Apparel,Materials and Supplies,Public Property,General Operating Fund
310,3,2015,235597,Electrical and Communication,Materials and Supplies,Public Property,General Operating Fund
311,3,2015,31902,General Equipment and Machinery,Materials and Supplies,Public Property,General Operating Fund
312,3,2015,13800,Fire Fighting and Safety,Materials and Supplies,Public Property,General Operating Fund
314,3,2015,117000,Fuel -- Heating and Lighting,Materials and Supplies,Public Property,General Operating Fund
316,3,2015,66245,General Hardware and Minor Tools,Materials and Supplies,Public Property,General Operating Fund
318,3,2015,32486,"Janitorial, Laundry and Household",Materials and Supplies,Public Property,General Operating Fund
320,3,2015,36778,Office Materials and Supplies,Materials and Supplies,Public Property,General Operating Fund
322,3,2015,24500,Small Power Tools and Hand Tools,Materials and Supplies,Public Property,General Operating Fund
323,3,2015,263702,Plumbing/air Conditioning/space Htg,Materials and Supplies,Public Property,General Operating Fund
324,3,2015,27241,"Precision, Photographic and Artists",Materials and Supplies,Public Property,General Operating Fund
325,3,2015,198,Printing,Materials and Supplies,Public Property,General Operating Fund
328,3,2015,14000,Motor Vehicle Parts and Accessories,Materials and Supplies,Public Property,General Operating Fund
340,3,2015,10000,#2 Diesel Fuel,Materials and Supplies,Public Property,General Operating Fund
399,3,2015,28683,Other Materials and Supplies (noc),Materials and Supplies,Public Property,General Operating Fund
403,4,2015,15270,"Bakeshop, Dining Room and Kitchen",Equipment,Public Property,General Operating Fund
410,4,2015,9000,Electrical Lighting Communication,Equipment,Public Property,General Operating Fund
210,2,2015,11239,Postage,Purchase of Services,Law,Water Operating Fund
411,4,2015,3200,General Equipment and Machinery,Equipment,Public Property,General Operating Fund
423,4,2015,41912,Plumbing/air Conditioning/space Htg,Equipment,Public Property,General Operating Fund
427,4,2015,38550,Computer Equipment & Peripherals,Equipment,Public Property,General Operating Fund
430,4,2015,24620,Furniture and Furnishings,Equipment,Public Property,General Operating Fund
499,4,2015,4036,Other Equipment (noc),Equipment,Public Property,General Operating Fund
803,8,2015,22288897,Payments to Water Fund,Payments to Other Funds,Public Property,General Operating Fund
804,8,2015,264000,Payments to Capital Projects Fund,Payments to Other Funds,Public Property,General Operating Fund
100,1,2015,158037,Salary Control,Personal Services,Human Services,General Operating Fund
101,1,2015,20897056,Perm Full Time-civilian,Personal Services,Human Services,General Operating Fund
161,1,2015,3077635,Overtime Civilian,Personal Services,Human Services,General Operating Fund
171,1,2015,151993,"Holiday ""g""(2/3 Shifts)",Personal Services,Human Services,General Operating Fund
